A-P262	A0-T>A1>A1b>A1b1>A-L602>A-Y25015>A-Y25057>A-L963>A-P262
A-M32	A0-T>A1>A1b>A1b1>A-M32
A-M28	A0-T>A1>A1b>A1b1>A-M32>A-M28
A-Y151925	A0-T>A1>A1b>A1b1>A-M32>A-M28>A-Y151925
A-Y151949	A0-T>A1>A1b>A1b1>A-M32>A-M28>A-Y151925>A-Y151949
A-BY126965	A0-T>A1>A1b>A1b1>A-M32>A-M28>A-Y151925>A-Y151949>A-BY126965
A-BY109853	A0-T>A1>A1b>A1b1>A-M32>A-M28>A-Y151925>A-Y151949>A-BY109853
A-BY54852	A0-T>A1>A1b>A1b1>A-M32>A-M28>A-Y151925>A-Y151949>A-BY109853>A-BY54852
A-Y151934	A0-T>A1>A1b>A1b1>A-M32>A-M28>A-Y151925>A-Y151949>A-BY109853>A-BY54852>A-Y151934
A-V2566	A0-T>A1>A1b>A1b1>A-M32>A-M28>A-Y151925>A-Y151949>A-BY109853>A-BY54852>A-Y151934>A-V2566
A-Y235870	A0-T>A1>A1b>A1b1>A-M32>A-M28>A-Y151925>A-Y151949>A-BY109853>A-BY54852>A-Y151934>A-V2566>A-Y235870
A-Y20629	A0-T>A1>A1b>A1b1>A-M32>A-Y20629
A-M51	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-M51
A-M9782	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-M51>A-M9782
A-Y65344	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-M51>A-M9782>A-Y65344
A-Y309436	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-M51>A-M9782>A-Y65344>A-Y309436
A-Y61213	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-M51>A-M9782>A-Y65344>A-Y61213
A-YP4735	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735
A-M13	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13
A-YP4751	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751
A-YP4740	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740
A-BY54507	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-BY54507
A-PF1069	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069
A-Y322226	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y322226
A-Y26839	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839
A-SK239	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239
A-M171	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-M171
A-FTB9216	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-M171>A-FTB9216
A-V1559	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559
A-FGC40016	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-FGC40016
A-FGC40018	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-FGC40016>A-FGC40018
A-Y25085	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085
A-FGC56317	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-FGC56317
A-Y95250	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y95250
A-BY187182	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y95250>A-BY187182
A-Y76912	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y76912
A-BY56758	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y76912>A-BY56758
A-Y161010	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y76912>A-Y161010
A-Y66998	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y76912>A-Y66998
A-FT10792	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y76912>A-Y66998>A-FT10792
A-FT7793	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y76912>A-Y66998>A-FT10792>A-FT7793
A-FT9563	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y76912>A-Y66998>A-FT10792>A-FT7793>A-FT9563
A-FT159470	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y76912>A-Y66998>A-FT10792>A-FT159470
A-FT158486	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y26839>A-SK239>A-V1559>A-Y25085>A-Y76912>A-Y66998>A-FT10792>A-FT159470>A-FT158486
A-Y30506	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506
A-BY16213	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-BY16213
A-BY16210	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-BY16213>A-BY16210
A-V3663	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663
A-FGC60376	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC60376
A-PF714	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC60376>A-PF714
A-FGC60342	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC60376>A-FGC60342
A-FGC60369	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC60376>A-FGC60342>A-FGC60369
A-FGC38299	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299
A-V6275	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-V6275
A-Y254622	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-V6275>A-Y254622
A-FTB51954	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-V6275>A-Y254622>A-FTB51954
A-FT306925	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-V6275>A-FT306925
A-Y206476	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-V6275>A-FT306925>A-Y206476
A-V2667	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-V6275>A-FT306925>A-Y206476>A-V2667
A-FGC38326	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326
A-PH3663	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-PH3663
A-V2818	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-PH3663>A-V2818
A-BY80967	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-PH3663>A-V2818>A-BY80967
A-FTE10903	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-PH3663>A-V2818>A-BY80967>A-FTE10903
A-BY110640	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-PH3663>A-V2818>A-BY80967>A-FTE10903>A-BY110640
A-FGC38354	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-FGC38354
A-Y151982	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-FGC38354>A-Y151982
A-V7121	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-FGC38354>A-Y151982>A-V7121
A-FGC38355	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-FGC38354>A-FGC38355
A-Y161029	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-FGC38354>A-FGC38355>A-Y161029
A-Y161028	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-YP4751>A-YP4740>A-PF1069>A-Y30506>A-V3663>A-FGC38299>A-FGC38326>A-FGC38354>A-FGC38355>A-Y161029>A-Y161028
A-Y23655	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655
A-Y126390	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y126390
A-Y146713	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y126390>A-Y146713
A-Y146716	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y126390>A-Y146713>A-Y146716
A-BY36134	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y126390>A-BY36134
A-Y272354	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y126390>A-BY36134>A-Y272354
A-Y155188	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y126390>A-BY36134>A-Y155188
A-BY121794	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y126390>A-BY36134>A-Y155188>A-BY121794
A-BY104474	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y126390>A-BY36134>A-Y155188>A-BY121794>A-BY104474
A-BY156505	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y126390>A-BY36134>A-Y155188>A-BY121794>A-BY104474>A-BY156505
A-Y23865	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865
A-Y161007	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y161007
A-Z32449	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y161007>A-Z32449
A-BY202338	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y161007>A-Z32449>A-BY202338
A-FTC44623	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y161007>A-Z32449>A-BY202338>A-FTC44623
A-Y161005	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y161007>A-Y161005
A-Y161004	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y161007>A-Y161005>A-Y161004
A-V5071	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y161007>A-Y161005>A-Y161004>A-V5071
A-BY129840	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y161007>A-Y161005>A-Y161004>A-V5071>A-BY129840
A-Y188597	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y161007>A-Y161005>A-Y188597
A-BY202511	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y161007>A-Y161005>A-Y188597>A-BY202511
A-Y23658	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658
A-Y92096	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y92096
A-Y103689	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y92096>A-Y103689
A-Y95361	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y92096>A-Y103689>A-Y95361
A-Y627600	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y92096>A-Y103689>A-Y95361>A-Y627600
A-Y158289	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y92096>A-Y158289
A-FT8465	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y92096>A-Y158289>A-FT8465
A-FT185719	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y92096>A-Y158289>A-FT8465>A-FT185719
A-BY180468	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y92096>A-Y158289>A-FT8465>A-BY180468
A-FT183346	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y92096>A-Y158289>A-FT8465>A-BY180468>A-FT183346
A-Y23862	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862
A-BY16291	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291
A-BY207492	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-BY207492
A-Y165384	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-BY207492>A-Y165384
A-Y35906	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906
A-BY16295	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295
A-FGC71697	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-FGC71697
A-Y142085	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-Y142085
A-FT273443	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-Y142085>A-FT273443
A-FT446069	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-Y142085>A-FT273443>A-FT446069
A-Y90130	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-Y142085>A-FT273443>A-Y90130
A-Y91623	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-Y142085>A-Y91623
A-Y126115	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-Y142085>A-Y91623>A-Y126115
A-FT83038	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-Y142085>A-Y91623>A-Y126115>A-FT83038
A-Y64330	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-Y142085>A-Y91623>A-Y126115>A-Y64330
A-Y73614	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-Y142085>A-Y91623>A-Y126115>A-Y64330>A-Y73614
A-Y69397	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-BY16291>A-Y35906>A-BY16295>A-Y142085>A-Y91623>A-Y126115>A-Y64330>A-Y73614>A-Y69397
A-Y24713	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713
A-Y156117	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y156117
A-FT175758	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y156117>A-FT175758
A-FT174073	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y156117>A-FT175758>A-FT174073
A-FT177078	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y156117>A-FT175758>A-FT174073>A-FT177078
A-Y156153	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y156117>A-Y156153
A-V2709	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y156117>A-Y156153>A-V2709
A-Y161025	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y156117>A-Y156153>A-Y161025
A-FT17658	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y156117>A-Y156153>A-FT17658
A-FT24944	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y156117>A-Y156153>A-FT17658>A-FT24944
A-Y156087	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y156117>A-Y156153>A-FT17658>A-Y156087
A-Y24401	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y24401
A-FT104114	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y24401>A-FT104114
A-Y24715	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y24401>A-Y24715
A-FGC88929	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y24401>A-Y24715>A-FGC88929
A-FTE27061	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y24401>A-Y24715>A-FTE27061
A-Y90375	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y24401>A-Y24715>A-Y90375
A-FT106010	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y24401>A-Y24715>A-FT106010
A-FT104576	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y24401>A-Y24715>A-FT106010>A-FT104576
A-FGC47805	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y24401>A-Y24715>A-FGC47805
A-Y99264	A0-T>A1>A1b>A1b1>A-M32>A-Y20629>A-YP4735>A-M13>A-Y23655>A-Y23865>A-Y23658>A-Y23862>A-Y24713>A-Y24401>A-Y24715>A-FGC47805>A-Y99264
